Channel              :,CH1,CH2
Frequency            :,2.507KHz,2.507KHz
Period               :,0.399ms,0.399ms
PK-PK                :,9.520V,3.320V
Average              :,-86.74mV,-56.71mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
719,-1840.000000,-1440.000000
720,-2000.000000,-1440.000000
721,-2160.000000,-1440.000000
722,-2320.000000,-1440.000000
723,-2560.000000,-1440.000000
724,-2720.000000,-1440.000000
725,-2880.000000,-1400.000000
726,-2960.000000,-1360.000000
727,-3120.000000,-1360.000000
728,-3280.000000,-1320.000000
729,-3360.000000,-1280.000000
730,-3520.000000,-1240.000000
731,-3600.000000,-1160.000000
732,-3680.000000,-1120.000000
733,-3680.000000,-1040.000000
734,-3760.000000,-1000.000000
735,-3760.000000,-920.000000
736,-3840.000000,-880.000000
737,-3840.000000,-760.000000
738,-3840.000000,-680.000000
739,-3760.000000,-600.000000
740,-3760.000000,-520.000000
741,-3680.000000,-440.000000
742,-3680.000000,-360.000000
743,-3600.000000,-280.000000
744,-3520.000000,-200.000000
745,-3360.000000,-80.000000
746,-3280.000000,0.000000
747,-3120.000000,120.000000
748,-3040.000000,200.000000
749,-2880.000000,280.000000
750,-2720.000000,360.000000
751,-2560.000000,480.000000
752,-2320.000000,560.000000
753,-2160.000000,640.000000
754,-2000.000000,760.000000
755,-1760.000000,800.000000
756,-1600.000000,880.000000
757,-1360.000000,960.000000
758,-1120.000000,1000.000000
759,-960.000000,1080.000000
760,-720.000000,1120.000000
761,-480.000000,1160.000000
762,-240.000000,1240.000000
763,0.000000,1280.000000
764,160.000000,1320.000000
765,400.000000,1360.000000
766,640.000000,1360.000000
767,800.000000,1400.000000
768,1040.000000,1400.000000
769,1280.000000,1400.000000
770,1440.000000,1400.000000
771,1600.000000,1400.000000
772,1760.000000,1400.000000
773,2000.000000,1360.000000
774,2160.000000,1360.000000
775,2320.000000,1320.000000
776,2400.000000,1320.000000
777,2560.000000,1280.000000
778,2640.000000,1200.000000
779,2800.000000,1160.000000
780,2880.000000,1120.000000
781,2960.000000,1080.000000
782,3040.000000,1000.000000
783,3040.000000,920.000000
784,3040.000000,840.000000
785,3120.000000,760.000000
786,3120.000000,680.000000
787,3120.000000,600.000000
788,3120.000000,520.000000
789,3040.000000,440.000000
790,3040.000000,360.000000
791,2960.000000,240.000000
792,2880.000000,160.000000
793,2720.000000,40.000000
794,2640.000000,-40.000000
795,2560.000000,-120.000000
796,2400.000000,-240.000000
797,2240.000000,-360.000000
798,2080.000000,-400.000000
799,1920.000000,-520.000000
800,1680.000000,-640.000000
801,1520.000000,-720.000000
802,1280.000000,-800.000000
803,1120.000000,-880.000000
804,880.000000,-960.000000
805,640.000000,-1040.000000
806,480.000000,-1120.000000
807,240.000000,-1200.000000
808,0.000000,-1240.000000
809,-240.000000,-1320.000000
810,-480.000000,-1360.000000
811,-720.000000,-1440.000000
812,-960.000000,-1480.000000
813,-1200.000000,-1520.000000
814,-1440.000000,-1560.000000
815,-1680.000000,-1560.000000
816,-1920.000000,-1600.000000
817,-2080.000000,-1600.000000
818,-2320.000000,-1600.000000
819,-2480.000000,-1600.000000
820,-2720.000000,-1600.000000
821,-2880.000000,-1600.000000
822,-3040.000000,-1600.000000
823,-3280.000000,-1560.000000
824,-3440.000000,-1520.000000
825,-3520.000000,-1560.000000
826,-3680.000000,-1440.000000
827,-3840.000000,-1400.000000
828,-3920.000000,-1360.000000
829,-4000.000000,-1280.000000
830,-4080.000000,-1200.000000
831,-4160.000000,-1120.000000
832,-4160.000000,-1080.000000
833,-4240.000000,-1000.000000
834,-4240.000000,-920.000000
835,-4240.000000,-800.000000
836,-4240.000000,-760.000000
837,-4160.000000,-640.000000
838,-4160.000000,-520.000000
839,-4080.000000,-440.000000
840,-4000.000000,-360.000000
841,-3920.000000,-240.000000
842,-3760.000000,-160.000000
843,-3680.000000,-40.000000
844,-3520.000000,80.000000
845,-3440.000000,160.000000
846,-3200.000000,320.000000
847,-3040.000000,400.000000
848,-2880.000000,480.000000
849,-2640.000000,600.000000
850,-2480.000000,680.000000
851,-2240.000000,760.000000
852,-2000.000000,880.000000
853,-1760.000000,960.000000
854,-1600.000000,1040.000000
855,-1280.000000,1120.000000
856,-1040.000000,1200.000000
857,-800.000000,1240.000000
858,-560.000000,1320.000000
859,-320.000000,1400.000000
860,-80.000000,1440.000000
861,160.000000,1440.000000
862,400.000000,1520.000000
863,640.000000,1520.000000
864,880.000000,1560.000000
865,1120.000000,1600.000000
866,1360.000000,1600.000000
867,1600.000000,1600.000000
868,1840.000000,1600.000000
869,2000.000000,1600.000000
870,2240.000000,1560.000000
871,2400.000000,1560.000000
872,2560.000000,1520.000000
873,2720.000000,1480.000000
874,2880.000000,1480.000000
875,3040.000000,1400.000000
876,3120.000000,1360.000000
877,3280.000000,1320.000000
878,3360.000000,1240.000000
879,3520.000000,1160.000000
880,3600.000000,1080.000000
881,3760.000000,1000.000000
882,3920.000000,920.000000
883,4000.000000,840.000000
884,4080.000000,760.000000
885,4160.000000,680.000000
886,4240.000000,600.000000
887,4320.000000,480.000000
888,4400.000000,400.000000
889,4480.000000,320.000000
890,4480.000000,200.000000
891,4560.000000,120.000000
892,4560.000000,40.000000
893,4560.000000,-40.000000
