Channel              :,CH1,CH2
Frequency            :,2.513KHz,2.513KHz
Period               :,0.398ms,0.398ms
PK-PK                :,10.64V,4.160V
Average              :,-88.00mV,-57.29mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
239,-3040.000000,-2120.000000
240,-3280.000000,-2080.000000
241,-3520.000000,-2040.000000
242,-3760.000000,-2000.000000
243,-3920.000000,-1920.000000
244,-4080.000000,-1880.000000
245,-4240.000000,-1800.000000
246,-4400.000000,-1720.000000
247,-4560.000000,-1640.000000
248,-4640.000000,-1560.000000
249,-4800.000000,-1480.000000
250,-4960.000000,-1360.000000
251,-5120.000000,-1280.000000
252,-5200.000000,-1160.000000
253,-5360.000000,-1040.000000
254,-5440.000000,-920.000000
255,-5520.000000,-840.000000
256,-5600.000000,-720.000000
257,-5680.000000,-600.000000
258,-5760.000000,-480.000000
259,-5760.000000,-360.000000
260,-5840.000000,-280.000000
261,-5840.000000,-160.000000
262,-5840.000000,-40.000000
263,-5760.000000,40.000000
264,-5680.000000,160.000000
265,-5600.000000,280.000000
266,-5520.000000,400.000000
267,-5360.000000,440.000000
268,-5280.000000,560.000000
269,-5040.000000,640.000000
270,-4800.000000,760.000000
271,-4560.000000,840.000000
272,-4240.000000,920.000000
273,-3840.000000,1000.000000
274,-3520.000000,1080.000000
275,-3200.000000,1160.000000
276,-2880.000000,1240.000000
277,-2480.000000,1320.000000
278,-2160.000000,1360.000000
279,-1840.000000,1440.000000
280,-1440.000000,1480.000000
281,-1120.000000,1560.000000
282,-800.000000,1600.000000
283,-480.000000,1640.000000
284,-160.000000,1680.000000
285,160.000000,1720.000000
286,480.000000,1720.000000
287,800.000000,1760.000000
288,1120.000000,1760.000000
289,1440.000000,1760.000000
290,1680.000000,1760.000000
291,1920.000000,1760.000000
292,2240.000000,1760.000000
293,2480.000000,1720.000000
294,2720.000000,1720.000000
295,2880.000000,1680.000000
296,3120.000000,1640.000000
297,3280.000000,1600.000000
298,3520.000000,1520.000000
299,3680.000000,1480.000000
300,3760.000000,1400.000000
301,3920.000000,1320.000000
302,4000.000000,1280.000000
303,4080.000000,1160.000000
304,4160.000000,1080.000000
305,4240.000000,1000.000000
306,4240.000000,920.000000
307,4320.000000,800.000000
308,4320.000000,720.000000
309,4240.000000,600.000000
310,4240.000000,480.000000
311,4160.000000,360.000000
312,4080.000000,280.000000
313,4000.000000,160.000000
314,3920.000000,40.000000
315,3760.000000,-80.000000
316,3680.000000,-200.000000
317,3520.000000,-280.000000
318,3360.000000,-400.000000
319,3200.000000,-520.000000
320,2960.000000,-640.000000
321,2800.000000,-720.000000
322,2560.000000,-840.000000
323,2320.000000,-960.000000
324,2080.000000,-1040.000000
325,1840.000000,-1160.000000
326,1600.000000,-1240.000000
327,1280.000000,-1320.000000
328,1040.000000,-1360.000000
329,800.000000,-1480.000000
330,560.000000,-1520.000000
331,240.000000,-1600.000000
332,0.000000,-1640.000000
333,-240.000000,-1720.000000
334,-560.000000,-1760.000000
335,-800.000000,-1800.000000
336,-1120.000000,-1800.000000
337,-1360.000000,-1840.000000
338,-1600.000000,-1840.000000
339,-1840.000000,-1840.000000
340,-2080.000000,-1840.000000
341,-2320.000000,-1840.000000
342,-2480.000000,-1840.000000
343,-2720.000000,-1800.000000
344,-2880.000000,-1760.000000
345,-3120.000000,-1720.000000
346,-3280.000000,-1680.000000
347,-3440.000000,-1640.000000
348,-3520.000000,-1560.000000
349,-3680.000000,-1520.000000
350,-3760.000000,-1440.000000
351,-3840.000000,-1360.000000
352,-3920.000000,-1280.000000
353,-4000.000000,-1200.000000
354,-4000.000000,-1080.000000
355,-4080.000000,-1000.000000
356,-4080.000000,-920.000000
357,-4000.000000,-800.000000
358,-4000.000000,-680.000000
359,-3920.000000,-600.000000
360,-3840.000000,-480.000000
361,-3760.000000,-360.000000
362,-3680.000000,-240.000000
363,-3520.000000,-120.000000
364,-3440.000000,0.000000
365,-3280.000000,120.000000
366,-3040.000000,240.000000
367,-2880.000000,360.000000
368,-2720.000000,480.000000
369,-2480.000000,600.000000
370,-2240.000000,680.000000
371,-2000.000000,800.000000
372,-1760.000000,920.000000
373,-1520.000000,1000.000000
374,-1280.000000,1080.000000
375,-960.000000,1200.000000
376,-720.000000,1280.000000
377,-480.000000,1360.000000
378,-160.000000,1440.000000
379,80.000000,1520.000000
380,400.000000,1560.000000
381,720.000000,1640.000000
382,960.000000,1680.000000
383,1280.000000,1720.000000
384,1520.000000,1760.000000
385,1840.000000,1800.000000
386,2080.000000,1800.000000
387,2320.000000,1800.000000
388,2640.000000,1800.000000
389,2880.000000,1840.000000
390,3120.000000,1800.000000
391,3360.000000,1800.000000
392,3520.000000,1760.000000
393,3760.000000,1720.000000
394,3920.000000,1680.000000
395,4080.000000,1640.000000
396,4240.000000,1600.000000
397,4400.000000,1520.000000
398,4560.000000,1480.000000
399,4640.000000,1400.000000
400,4720.000000,1320.000000
401,4720.000000,1240.000000
402,4720.000000,1120.000000
403,4640.000000,1040.000000
404,4640.000000,920.000000
405,4640.000000,800.000000
406,4640.000000,720.000000
407,4640.000000,600.000000
408,4640.000000,480.000000
409,4560.000000,360.000000
410,4480.000000,240.000000
411,4320.000000,120.000000
412,4160.000000,-40.000000
413,4080.000000,-160.000000
414,3920.000000,-280.000000
415,3680.000000,-400.000000
416,3520.000000,-520.000000
417,3360.000000,-640.000000
418,3120.000000,-760.000000
419,2880.000000,-880.000000
420,2640.000000,-1000.000000
421,2400.000000,-1080.000000
422,2080.000000,-1200.000000
423,1840.000000,-1280.000000
424,1520.000000,-1400.000000
425,1280.000000,-1480.000000
426,960.000000,-1560.000000
427,720.000000,-1640.000000
428,400.000000,-1720.000000
429,80.000000,-1800.000000
430,-160.000000,-1840.000000
431,-480.000000,-1880.000000
432,-800.000000,-1920.000000
433,-1040.000000,-1960.000000
434,-1360.000000,-2000.000000
435,-1680.000000,-2000.000000
436,-1920.000000,-2000.000000
437,-2160.000000,-2000.000000
438,-2400.000000,-2000.000000
439,-2640.000000,-2000.000000
